Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodAge,TotalBathrooms,TotalPoarchSF,PricePerSqFt
885,20,RL,65.0,7150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,4,CBlock,4,4,No,BLQ,432,Unf,0,460,892,GasA,4,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,Typ,0,3,Attchd,1967.0,RFn,1,288,5,5,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2009,WD,Normal,11.51293546492023,42,42,1.0,0,112.10762331838565
886,120,FV,50.0,5119,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,2,4,PConc,0,4,Av,GLQ,1238,Unf,0,460,1698,GasA,0,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,2,5,Typ,1,5,Attchd,1999.0,Fin,2,506,5,5,Y,97,65,0,0,0,0,None,None,None,0,1,2008,CWD,Abnorml,12.70351207261035,9,8,3.0,65,192.45172615564658
887,90,RL,70.0,8393,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,4,CBlock,4,4,No,LwQ,528,Unf,0,1098,1626,GasA,0,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,3,8,Typ,0,3,Attchd,2005.0,Fin,2,588,5,5,Y,272,54,0,0,0,0,None,None,None,0,6,2006,WD,Family,11.884495917930655,47,1,2.0,54,84.69626168224299
888,50,RL,59.0,16466,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,4,No,Unf,0,Unf,0,816,816,GasA,4,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,3,8,Typ,0,3,Attchd,1955.0,Unf,1,300,5,5,Y,121,0,0,0,265,0,None,None,None,0,4,2008,WD,Normal,11.816734299348461,53,53,1.5,265,97.27207465900933
889,20,RL,95.0,15865,Pave,None,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,4,1,Gd,ALQ,351,Rec,823,1043,2217,GasA,0,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,2,8,Typ,1,5,Attchd,1970.0,Unf,2,621,5,5,Y,81,207,0,0,224,0,None,None,None,0,10,2007,WD,Normal,12.498745990829315,37,37,3.0,431,120.88407758231845
890,20,RL,128.0,12160,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,4,CBlock,4,4,No,BLQ,1024,Unf,0,481,1505,GasA,0,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,6,Typ,1,5,Attchd,1953.0,RFn,2,505,5,5,Y,0,0,0,162,0,0,None,None,None,0,2,2009,WD,Normal,11.915058360753719,56,56,2.0,162,99.33554817275747
891,50,RL,60.0,8064,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,Mn,Unf,0,Unf,0,672,672,GasA,0,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,3,6,Typ,1,4,Detchd,2003.0,Unf,2,576,5,5,Y,0,0,0,0,0,0,None,MnPrv,Shed,2000,7,2007,WD,Normal,11.719134432217524,58,1,1.0,0,133.00865800865802
892,60,RL,70.0,11184,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,4,CBlock,4,4,No,LwQ,226,Rec,500,192,918,GasA,2,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,3,7,Typ,1,5,Attchd,1978.0,RFn,2,440,5,5,Y,243,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,12.058158312538197,31,31,2.5,0,102.49554367201426
893,20,RL,70.0,8414,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,No,GLQ,663,Unf,0,396,1059,GasA,4,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,3,6,Typ,0,3,Attchd,1963.0,RFn,1,264,5,5,Y,192,0,0,0,0,0,None,MnPrv,None,0,2,2006,WD,Normal,11.947955847790901,43,3,1.5,0,144.6629213483146
894,20,RL,71.0,13284,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,4,PConc,2,4,Mn,BLQ,1064,Unf,0,319,1383,GasA,4,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,3,6,Typ,1,2,Attchd,1954.0,Unf,1,354,5,5,Y,511,116,0,0,0,0,None,GdPrv,None,0,6,2008,WD,Normal,12.013706813470414,54,54,2.0,116,119.3058568329718
895,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,Slab,3,2,None,None,0,None,0,0,0,GasA,4,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,3,Attchd,1979.0,Unf,2,400,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Alloca,11.685693195625964,30,30,2.0,0,77.43192182410424
896,60,RL,71.0,7056,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,4,CBlock,4,4,No,BLQ,400,Unf,0,380,780,GasA,4,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,3,8,Typ,1,5,Attchd,1963.0,RFn,2,483,5,5,Y,0,50,0,0,0,0,None,None,None,0,10,2008,WD,Normal,11.849404844423074,45,45,2.5,50,77.95100222717149
897,30,RM,50.0,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,4,No,ALQ,285,Unf,0,666,951,GasA,0,N,SBrkr,951,0,0,951,0,0,1,0,2,1,3,6,Typ,0,3,Detchd,1936.0,Unf,1,327,5,5,Y,0,28,0,0,0,0,None,None,None,0,4,2006,WD,Abnorml,11.575909653758895,70,56,1.0,28,111.98738170347004
898,90,RL,64.0,7018,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,Slab,3,2,None,None,0,None,0,0,0,GasA,4,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,3,12,Typ,0,3,Detchd,1979.0,Unf,2,528,5,5,Y,154,0,0,0,0,0,None,None,None,0,6,2009,WD,Alloca,11.870278179170796,30,30,2.0,0,63.81830357142857
899,20,RL,100.0,12919,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,0,4,PConc,0,4,Gd,GLQ,2188,Unf,0,142,2330,GasA,0,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,0,11,Typ,2,2,Attchd,2009.0,Fin,3,820,5,5,Y,0,67,0,0,0,0,None,None,None,0,3,2010,New,Partial,13.323928581764989,1,0,3.5,67,258.73815566835873
900,20,RL,65.0,6993,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,No,BLQ,465,Unf,0,447,912,GasA,4,Y,SBrkr,1236,0,0,1236,0,0,1,0,3,1,3,6,Typ,1,5,Attchd,1961.0,Unf,1,288,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,11.813037464800539,45,12,1.0,0,109.22330097087378
901,20,RL,73.0,7340,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,No,ALQ,322,Unf,0,536,858,GasA,4,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,3,4,Typ,0,3,Detchd,1979.0,Unf,1,684,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,11.608244735642321,36,36,1.0,0,128.2051282051282
902,20,RL,64.0,8712,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,Mn,BLQ,860,Unf,0,132,992,GasA,4,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,3,5,Typ,0,3,Detchd,1968.0,Unf,1,756,5,5,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,11.938199736300925,52,9,2.0,0,117.15160796324655
903,60,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,No,Unf,0,Unf,0,783,783,GasA,0,Y,SBrkr,807,702,0,1509,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2003.0,Fin,2,393,5,5,Y,0,75,0,0,0,0,None,None,None,0,7,2006,WD,Normal,12.100717685412471,3,3,2.5,75,119.28429423459245
904,20,RL,50.0,14859,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1670,1670,GasA,0,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,2,7,Typ,1,2,Attchd,2006.0,RFn,3,690,5,5,Y,144,60,0,0,0,0,None,None,None,0,8,2006,New,Partial,12.388398368982115,0,0,2.0,60,143.7125748502994
905,20,RL,71.0,6173,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,4,CBlock,4,4,No,GLQ,599,Unf,0,277,876,GasA,4,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,3,6,Typ,0,3,Attchd,1967.0,Unf,1,288,5,5,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2007,WD,Normal,11.74006900564972,40,40,1.0,0,139.13525498891352
906,20,RL,80.0,9920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,4,CBlock,4,4,No,Rec,354,LwQ,290,412,1056,GasA,4,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,3,6,Typ,0,3,Attchd,1954.0,RFn,1,280,5,5,Y,0,0,164,0,0,0,None,MnPrv,None,0,2,2010,WD,Normal,11.759793355371237,56,56,2.0,164,120.41392285983066
907,20,RL,116.0,13501,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,2,4,PConc,2,4,No,GLQ,63,Unf,0,1560,1623,GasA,0,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,2,8,Typ,1,2,Attchd,2006.0,RFn,3,865,5,5,Y,0,60,0,0,0,0,None,None,None,0,6,2007,WD,Normal,12.449022745701502,1,1,3.0,60,155.8679706601467
908,50,RL,86.0,11500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,4,CBlock,2,4,No,Rec,223,Unf,0,794,1017,GasA,2,Y,SBrkr,1020,1037,0,2057,0,0,1,1,3,1,2,6,Typ,1,2,Attchd,1936.0,Fin,1,180,1,5,Y,0,0,0,0,322,0,None,None,None,0,6,2006,WD,Normal,12.429220196836383,70,19,1.5,322,121.53621779290228
909,20,RL,73.0,8885,Pave,None,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,4,Av,BLQ,301,ALQ,324,239,864,GasA,4,Y,SBrkr,902,0,0,902,1,0,1,0,2,1,3,5,Typ,0,3,Attchd,1983.0,Unf,2,484,5,5,Y,164,0,0,0,0,0,None,MnPrv,None,0,6,2006,WD,Normal,11.782960235741939,23,23,2.0,0,145.23281596452327
910,60,RL,149.0,12589,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,No,Unf,0,Unf,0,742,742,GasA,0,Y,SBrkr,742,742,0,1484,0,0,2,1,3,1,2,8,Typ,1,2,Attchd,2005.0,Fin,2,390,5,5,Y,36,24,0,0,0,0,None,None,None,0,6,2009,WD,Normal,12.066816325306588,4,4,2.5,24,117.25067385444744
911,90,RL,80.0,11600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,4,CBlock,4,4,No,Rec,443,Unf,0,662,1105,GasA,4,Y,FuseA,1105,1169,0,2274,0,0,2,0,5,2,3,12,Typ,0,3,Detchd,1960.0,Unf,2,480,5,5,Y,0,0,0,0,0,0,None,None,None,0,1,2010,WD,Normal,11.946660519211651,50,50,2.0,0,67.85400175901495
912,20,RL,70.0,9286,Pave,None,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,2,1,Av,ALQ,196,Unf,0,1072,1268,GasA,4,Y,SBrkr,1268,0,0,1268,0,0,1,1,3,1,2,5,Typ,0,3,Detchd,1978.0,Unf,1,252,5,5,Y,173,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,11.874097282798648,32,20,1.5,0,113.17034700315457
913,30,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,No,Rec,489,Unf,0,279,768,GasA,4,N,SBrkr,1015,0,0,1015,0,0,1,0,3,1,3,6,Min1,0,3,Detchd,1925.0,Unf,1,450,5,5,Y,0,0,112,0,120,0,None,MnPrv,Shed,620,7,2006,WD,Abnorml,11.385103457032141,81,56,1.0,232,86.69950738916256
914,90,RH,82.0,6270,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,No,BLQ,284,Unf,0,717,1001,GasA,4,N,FuseA,1001,1001,0,2002,0,0,2,0,4,2,3,8,Typ,0,3,2Types,1949.0,Unf,3,871,5,5,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,11.884495917930655,58,57,2.0,0,72.42757242757243
915,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,2,4,PConc,2,4,Av,GLQ,294,Unf,0,318,612,GasA,0,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,2,4,Typ,0,3,Detchd,2009.0,RFn,2,528,5,5,Y,0,234,0,0,0,0,None,None,None,0,6,2009,New,Partial,12.065280672855897,0,0,2.5,234,141.93872549019608
916,160,RM,21.0,2001,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,3,4,CBlock,4,4,No,Unf,0,Unf,0,546,546,GasA,1,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,Typ,0,3,Attchd,1970.0,Unf,1,286,5,5,Y,0,0,0,0,0,0,None,None,None,0,1,2007,WD,Normal,11.225256725762893,37,37,1.5,0,68.68131868131869
917,20,C (all),50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,CBlock,4,4,Av,BLQ,50,Unf,0,430,480,GasA,4,N,FuseA,480,0,0,480,1,0,0,0,1,1,3,4,Typ,0,3,Detchd,1958.0,Unf,1,308,5,5,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Abnorml,10.471978128496518,57,56,1.0,0,73.56458333333333
918,20,RL,65.5,17140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,No,ALQ,1059,Unf,0,75,1134,GasA,0,Y,FuseA,1229,0,0,1229,0,0,1,0,3,1,3,6,Typ,0,3,Attchd,1956.0,RFn,1,284,5,5,Y,0,0,0,0,0,0,None,None,None,0,4,2009,WD,Normal,11.813037464800539,53,53,1.0,0,109.84540276647681
919,60,RL,103.0,13125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,PConc,0,4,Mn,BLQ,48,GLQ,634,422,1104,GasA,0,Y,SBrkr,912,1215,0,2127,1,0,2,1,4,1,2,8,Typ,1,5,Attchd,1991.0,RFn,3,833,5,5,Y,72,192,224,0,0,0,None,GdPrv,None,0,11,2007,WD,Normal,12.380030154325457,16,16,3.5,416,111.89468735307945
920,20,RL,87.0,11029,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,0,4,CBlock,2,4,No,ALQ,528,BLQ,411,245,1184,GasA,0,Y,SBrkr,1414,0,0,1414,1,0,1,0,3,1,3,6,Min1,1,5,Attchd,1990.0,Unf,2,601,5,5,Y,0,51,0,0,190,0,None,None,None,0,5,2008,WD,Normal,12.081081821061819,50,6,2.0,241,124.82319660537482
921,60,RL,70.0,8462,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,2,2,PConc,2,1,No,GLQ,814,Unf,0,114,928,GasA,0,Y,SBrkr,936,785,0,1721,0,1,2,1,3,1,2,7,Typ,0,3,Attchd,1994.0,RFn,2,471,5,5,Y,300,87,0,0,0,0,None,None,None,0,7,2007,WD,Normal,12.211065162153215,13,13,3.0,87,116.79256246368391
922,90,RL,67.0,8777,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,No,ALQ,1084,Unf,0,188,1272,GasA,2,Y,SBrkr,1272,928,0,2200,2,0,2,2,4,2,3,9,Typ,0,3,None,0.0,None,0,0,3,3,N,0,70,0,0,0,0,None,GdPrv,None,0,9,2008,WD,Normal,11.890683588496984,108,5,5.0,70,66.31818181818181
923,20,RL,65.0,10237,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,No,GLQ,28,Unf,0,1288,1316,GasA,0,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2005.0,Fin,2,397,5,5,Y,100,0,0,23,0,0,None,None,None,0,10,2006,New,Partial,12.043500773454495,1,0,2.0,23,129.17173252279636
924,120,RL,50.0,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,2,4,PConc,2,4,No,LwQ,165,GLQ,841,598,1604,GasA,0,Y,SBrkr,1617,0,0,1617,1,0,2,0,2,1,2,5,Typ,1,1,Attchd,1993.0,RFn,2,533,5,5,Y,0,69,0,0,0,0,None,None,None,0,7,2008,WD,Normal,12.170450649220749,15,14,3.0,69,119.35683364254793
925,20,RL,79.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,2,CBlock,2,4,No,BLQ,625,LwQ,1061,0,1686,GasA,4,Y,SBrkr,1686,0,0,1686,1,0,2,0,3,1,3,7,Typ,1,5,Attchd,1980.0,Unf,2,612,5,5,Y,384,131,0,0,0,0,None,None,None,0,5,2006,WD,Normal,12.242891437918386,26,26,3.0,131,123.0723606168446
926,20,RL,80.0,15611,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,Av,ALQ,767,LwQ,93,266,1126,GasA,4,Y,SBrkr,1126,0,0,1126,0,1,2,0,3,1,0,6,Typ,0,3,Attchd,1977.0,RFn,2,540,5,5,Y,180,0,0,0,0,0,None,None,None,0,3,2008,WD,Abnorml,12.07254696717504,31,31,2.5,0,155.41740674955594
927,60,RL,93.0,11999,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1181,1181,GasA,0,Y,SBrkr,1234,1140,0,2374,0,0,2,1,4,1,0,10,Typ,1,2,BuiltIn,2003.0,Fin,3,656,5,5,Y,104,100,0,0,0,0,None,None,None,0,5,2007,WD,Normal,12.560247968016562,4,3,2.5,100,120.05054759898904
928,60,RL,80.0,9900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,3,4,CBlock,4,4,No,BLQ,552,Unf,0,280,832,GasA,2,Y,SBrkr,1098,880,0,1978,0,0,2,1,4,1,3,9,Typ,1,2,Attchd,1968.0,RFn,2,486,5,5,Y,0,43,0,0,0,0,None,GdPrv,None,0,4,2008,WD,Normal,12.07824495582233,40,40,2.5,43,88.97876643073812
929,20,RL,70.0,11838,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Av,Unf,0,Unf,0,1753,1753,GasA,0,Y,SBrkr,1788,0,0,1788,0,0,2,0,3,1,0,7,Typ,1,5,Attchd,2001.0,RFn,2,522,5,5,Y,202,151,0,0,0,0,None,None,None,0,6,2009,WD,Normal,12.373707715234994,8,8,2.0,151,132.27069351230426
930,60,RL,65.0,13006,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,3,4,PConc,2,4,No,Unf,0,Unf,0,964,964,GasA,2,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,2,8,Typ,1,5,BuiltIn,1997.0,Fin,2,642,5,5,Y,0,0,0,0,0,0,None,None,None,0,11,2006,WD,Normal,12.310437165348775,9,9,2.5,0,99.28443649373882
931,20,RL,73.0,8925,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Av,GLQ,16,Unf,0,1450,1466,GasA,0,Y,SBrkr,1466,0,0,1466,0,0,2,0,3,1,2,7,Typ,0,3,Attchd,2007.0,Fin,3,610,5,5,Y,100,18,0,0,0,0,None,None,None,0,7,2009,WD,Normal,12.211065162153215,2,2,2.0,18,137.10777626193723
932,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,No,BLQ,338,Rec,466,121,925,GasA,0,Y,SBrkr,925,0,0,925,0,1,1,0,2,1,3,5,Typ,0,3,Detchd,1965.0,Unf,1,429,5,5,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2009,WD,Normal,11.674202123168433,44,44,1.5,0,127.02702702702703
933,20,RL,84.0,11670,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,0,4,PConc,0,1,No,Unf,0,Unf,0,1905,1905,GasA,0,Y,SBrkr,1905,0,0,1905,0,0,2,0,3,1,0,8,Typ,1,2,Attchd,2006.0,Fin,3,788,5,5,Y,0,191,0,0,0,0,None,None,None,0,3,2007,WD,Normal,12.676079399771027,1,1,2.0,191,167.97900262467192
